4075,59.89
5405,74.03
5961,74.26
6173,78.28
5982,77.43
5494,93.07
4851,93.56
4101,103.71
3760,102.56
3425,107.23
6173,127.25
5982,112.88
5494,110.15
4851,107.66
3760,61.20
3425,55.76
3259,54.32
3041,58.18
1388,11.33
2113,19.89
1955,16.47
1629,19.21
2220,17.00
1796,10.93
1278,5.99
937,5.02
1629,9.18
2220,8.31
1796,6.59
1278,8.02
553,0.04
909,10.10
1267,12.29
958,9.10
709,7.36
503,7.62
90,0.00
319,0.00
3146,29.34
3769,72.77
1309,51.05
4527,77.26
3905,72.16
2358,9.53
2134,4.14
3146,21.82
3769,72.00
1309,84.73
4527,88.41
3905,69.81
2358,4.53
2134,2.17
1995,6.88
2276,35.66
2302,41.92
2092,25.97
1522,2.09
1369,6.63
1499,19.49
1641,20.76
1531,19.43
528,4.36
